Date,Open,High,Low,Close,Volume,Change,Symbol
2021-01-04,7570,7740,7550,7740,2718,0.03475935828876997,00781K
2021-01-05,7760,7800,7520,7540,4646,-0.025839793281653756,00781K
2021-01-06,7620,7620,7330,7370,2870,-0.022546419098143256,00781K
2021-01-07,7450,7450,7330,7350,3655,-0.0027137042062415073,00781K
2021-01-08,7780,7780,7340,7360,10132,0.0013605442176871652,00781K
2021-01-11,7360,7360,7030,7280,6439,-0.010869565217391353,00781K
2021-01-12,7330,7340,7070,7320,630,0.005494505494505475,00781K
2021-01-13,7210,7760,7210,7410,209,0.012295081967213184,00781K
2021-01-14,7600,7600,7300,7370,995,-0.005398110661268607,00781K
2021-01-15,7440,7440,7280,7360,1630,-0.0013568521031207537,00781K
2021-01-18,7440,7440,7210,7220,2853,-0.01902173913043481,00781K
2021-01-19,7150,7290,7150,7290,584,0.00969529085872578,00781K
2021-01-20,7360,7900,7360,7690,23054,0.054869684499314175,00781K
2021-01-21,7660,7660,7410,7620,9615,-0.00910273081924573,00781K
2021-01-22,7720,7720,7500,7620,6252,0.0,00781K
2021-01-25,7620,7640,7560,7640,2383,0.002624671916010568,00781K
2021-01-26,7720,7720,7500,7550,2370,-0.011780104712041939,00781K
2021-01-27,7590,7590,7350,7420,2644,-0.017218543046357615,00781K
2021-01-28,7420,7450,7300,7420,187,0.0,00781K
2021-01-29,7490,7490,6960,7120,2361,-0.040431266846361225,00781K
2021-02-01,7120,7190,6950,7180,1366,0.008426966292134797,00781K
2021-02-02,7250,7400,7250,7280,228,0.013927576601671321,00781K
2021-02-03,7390,7430,7330,7410,77,0.017857142857142794,00781K
2021-02-04,7490,7490,7300,7400,560,-0.0013495276653171517,00781K
2021-02-05,7390,7390,7250,7250,223,-0.020270270270270285,00781K
2021-02-08,7300,7380,7180,7200,412,-0.006896551724137945,00781K
2021-02-09,7250,7250,7230,7240,312,0.005555555555555536,00781K
2021-02-10,7340,7340,7020,7100,963,-0.01933701657458564,00781K
2021-02-15,7300,7300,7150,7200,277,0.014084507042253502,00781K
2021-02-16,7470,7470,7160,7210,379,0.001388888888888884,00781K
2021-02-17,7240,7300,7050,7210,350,0.0,00781K
2021-02-18,7210,7210,7210,7210,10,0.0,00781K
2021-02-19,7110,7220,7090,7200,590,-0.001386962552011095,00781K
2021-02-22,7110,7170,7010,7130,730,-0.009722222222222188,00781K
2021-02-23,7120,7120,7060,7090,281,-0.005610098176718092,00781K
2021-02-24,7010,7080,6820,6850,2232,-0.03385049365303239,00781K
2021-02-25,6870,6960,6870,6960,738,0.016058394160583855,00781K
2021-02-26,7080,7080,6600,6670,1124,-0.04166666666666663,00781K
2021-03-02,6730,6890,6500,6500,1186,-0.025487256371814038,00781K
2021-03-03,6440,6490,6410,6460,3349,-0.006153846153846176,00781K
2021-03-04,6360,6500,6360,6460,1117,0.0,00781K
2021-03-05,6300,6300,6170,6170,1859,-0.04489164086687303,00781K
2021-03-08,6370,6370,6240,6240,616,0.011345218800648205,00781K
2021-03-09,6240,6240,6170,6230,81,-0.0016025641025640969,00781K
2021-03-10,6230,6500,6220,6220,642,-0.0016051364365970988,00781K
2021-03-11,6390,6390,6350,6350,3,0.020900321543408262,00781K
2021-03-12,6350,6350,6270,6270,549,-0.012598425196850394,00781K
2021-03-15,6270,6570,6240,6490,584,0.03508771929824572,00781K
2021-03-16,6430,6580,6430,6530,734,0.006163328197226425,00781K
2021-03-17,6650,6650,6360,6360,700,-0.026033690658499253,00781K
2021-03-18,6450,6490,6400,6490,255,0.020440251572326984,00781K
2021-03-19,6540,6540,6460,6460,572,-0.0046224961479198745,00781K
2021-03-22,6530,6530,6470,6480,154,0.003095975232198178,00781K
2021-03-23,6640,6640,6400,6500,418,0.0030864197530864335,00781K
2021-03-24,6570,6570,6450,6500,199,0.0,00781K
2021-03-25,6430,6430,6370,6400,394,-0.01538461538461533,00781K
2021-03-26,6390,6400,6320,6400,460,0.0,00781K
2021-03-29,6410,6410,6400,6400,66,0.0,00781K
2021-03-30,6450,6450,6310,6360,206,-0.006249999999999978,00781K
2021-03-31,6420,6420,6300,6340,1068,-0.0031446540880503138,00781K
2021-04-01,6380,6380,6290,6380,889,0.006309148264984188,00781K
2021-04-02,6450,6450,6390,6440,756,0.00940438871473348,00781K
2021-04-05,6460,6490,6440,6470,447,0.004658385093167627,00781K
2021-04-06,6470,6480,6410,6420,1546,-0.007727975270479082,00781K
2021-04-07,6440,6510,6430,6510,4083,0.014018691588784993,00781K
2021-04-08,6610,6610,6450,6510,4012,0.0,00781K
2021-04-09,6590,6590,6530,6580,918,0.010752688172043001,00781K
2021-04-12,6580,6830,6580,6700,1440,0.01823708206686936,00781K
2021-04-13,6830,7090,6730,6800,2333,0.014925373134328401,00781K
2021-04-14,6980,6980,6550,6790,982,-0.0014705882352941124,00781K
2021-04-15,6940,6940,6740,6740,752,-0.007363770250368162,00781K
2021-04-16,6900,6990,6870,6970,3353,0.03412462908011871,00781K
2021-04-19,7090,7400,7090,7350,17595,0.05451936872309893,00781K
2021-04-20,7360,7560,7260,7380,8153,0.004081632653061273,00781K
2021-04-21,7490,7490,7080,7160,4316,-0.02981029810298108,00781K
2021-04-22,7210,7210,7120,7190,2470,0.0041899441340782495,00781K
2021-04-23,7260,7260,6850,7100,3032,-0.012517385257301838,00781K
2021-04-26,7230,7390,7100,7390,4495,0.04084507042253516,00781K
2021-04-27,7440,7440,7240,7330,1857,-0.008119079837618393,00781K
2021-04-28,7400,7400,7100,7100,4343,-0.03137789904502042,00781K
2021-04-29,7290,7290,7100,7180,1070,0.011267605633802802,00781K
2021-04-30,7200,7280,7190,7270,2179,0.012534818941504211,00781K
2021-05-03,7350,7360,7190,7200,6721,-0.009628610729023435,00781K
2021-05-04,7300,7370,7050,7370,3579,0.023611111111111027,00781K
2021-05-06,7400,8840,7400,8840,67872,0.1994572591587518,00781K
2021-05-07,9400,9400,8560,8560,52381,-0.03167420814479638,00781K
2021-05-10,8840,11100,8840,11100,151016,0.2967289719626167,00781K
2021-05-11,12000,12000,9000,9090,108865,-0.18108108108108112,00781K
2021-05-12,9250,10300,9250,9890,95630,0.08800880088008811,00781K
2021-05-13,9470,9750,9300,9340,24052,-0.0556117290192113,00781K
2021-05-14,9340,9610,9310,9380,31218,0.004282655246252709,00781K
2021-05-17,9300,9300,9030,9090,34576,-0.030916844349680117,00781K
2021-05-18,9110,9270,8780,8830,17231,-0.028602860286028653,00781K
2021-05-20,9000,11450,8990,11450,127587,0.29671574178935445,00781K
2021-05-21,10150,10600,9810,9950,110461,-0.13100436681222705,00781K
2021-05-24,9830,9830,9510,9520,42248,-0.04321608040201008,00781K
2021-05-25,9380,9600,9380,9410,18766,-0.011554621848739455,00781K
2021-05-26,9260,9600,9260,9520,11821,0.011689691817215797,00781K
2021-05-27,9510,9550,9410,9450,3642,-0.007352941176470562,00781K
2021-05-28,9350,9440,9270,9310,18297,-0.014814814814814836,00781K
2021-05-31,9250,9440,9250,9280,12406,-0.0032223415682062218,00781K
2021-06-01,9180,9610,9180,9500,19496,0.0237068965517242,00781K
2021-06-02,9500,9510,9450,9500,10038,0.0,00781K
2021-06-03,9780,9780,9510,9590,3546,0.0094736842105263,00781K
2021-06-04,9680,9680,9220,9320,5663,-0.028154327424400383,00781K
2021-06-07,9250,9320,9150,9250,11914,-0.007510729613733891,00781K
2021-06-08,9300,9300,9190,9300,5866,0.00540540540540535,00781K
2021-06-09,9400,9400,9230,9380,2217,0.008602150537634357,00781K
2021-06-10,9380,9520,9310,9490,5751,0.011727078891258014,00781K
2021-06-11,9570,9570,9360,9360,3601,-0.013698630136986356,00781K
2021-06-14,9430,9430,9300,9300,5317,-0.0064102564102563875,00781K
2021-06-15,9250,9580,9250,9310,1112,0.0010752688172042113,00781K
2021-06-16,9400,9450,9310,9310,2936,0.0,00781K
2021-06-17,9300,9570,9230,9570,6353,0.027926960257787403,00781K
2021-06-18,9570,9740,9460,9550,19174,-0.002089864158829724,00781K
2021-06-21,9450,9450,9240,9390,12233,-0.01675392670157072,00781K
2021-06-22,9330,9480,9330,9450,7377,0.006389776357827559,00781K
2021-06-23,9590,9590,9420,9480,5448,0.0031746031746031633,00781K
2021-06-24,9480,9540,9470,9470,7069,-0.0010548523206751481,00781K
2021-06-25,9560,9650,9540,9650,3060,0.019007391763463666,00781K
2021-06-28,9660,9660,9550,9580,5210,-0.007253886010362698,00781K
2021-06-29,9580,9690,9560,9560,5974,-0.0020876826722338038,00781K
2021-06-30,9780,9780,9550,9620,4990,0.006276150627614996,00781K
2021-07-01,9620,9620,9410,9460,6505,-0.016632016632016633,00781K
2021-07-02,9470,9570,9130,9390,6839,-0.007399577167019,00781K
2021-07-05,9400,9500,9350,9490,6268,0.010649627263045858,00781K
2021-07-06,9580,9580,9410,9480,3194,-0.0010537407797681642,00781K
2021-07-07,9470,9550,9280,9490,7997,0.001054852320675037,00781K
2021-07-08,9490,9500,9370,9390,1689,-0.010537407797681753,00781K
2021-07-09,9310,9440,9260,9440,4292,0.005324813631522929,00781K
2021-07-12,9480,9550,9290,9300,7490,-0.014830508474576232,00781K
2021-07-13,9450,9450,9300,9360,8273,0.006451612903225712,00781K
2021-07-14,9400,9400,9280,9360,3271,0.0,00781K
2021-07-15,9420,9570,9420,9550,22207,0.020299145299145227,00781K
2021-07-16,9510,9510,9420,9510,3529,-0.004188481675392652,00781K
2021-07-19,9470,9470,9320,9470,3485,-0.004206098843322792,00781K
2021-07-20,9350,9520,9350,9460,2845,-0.001055966209081327,00781K
2021-07-21,9490,9490,9360,9370,5114,-0.009513742071881603,00781K
2021-07-22,9460,9460,9370,9370,274,0.0,00781K
2021-07-23,9370,9420,9370,9390,3381,0.002134471718249653,00781K
2021-07-26,9450,9450,9320,9320,6610,-0.007454739084132078,00781K
2021-07-27,9330,9390,9330,9330,6654,0.0010729613733906351,00781K
2021-07-28,9460,9460,9280,9290,4518,-0.004287245444801746,00781K
2021-07-29,9290,9350,9280,9280,716,-0.0010764262648008671,00781K
2021-07-30,9390,9390,9260,9340,1023,0.006465517241379226,00781K
2021-08-02,9290,9390,9210,9330,3748,-0.0010706638115631772,00781K
2021-08-03,9250,9330,9150,9150,2610,-0.019292604501607746,00781K
2021-08-04,9260,9260,9120,9210,1083,0.006557377049180246,00781K
2021-08-05,9250,9400,9240,9330,2076,0.013029315960912058,00781K
2021-08-06,9400,9400,9260,9350,3418,0.002143622722400762,00781K
2021-08-09,9480,9480,9410,9460,5844,0.0117647058823529,00781K
2021-08-10,9560,9560,9300,9300,1278,-0.016913319238900604,00781K
2021-08-11,9400,9400,9270,9330,1808,0.003225806451612856,00781K
2021-08-12,9600,9600,9360,9430,225,0.010718113612004254,00781K
2021-08-13,9700,9700,9170,9240,2514,-0.020148462354188768,00781K
2021-08-17,9570,9570,8990,8990,3368,-0.02705627705627711,00781K
2021-08-18,8970,9230,8970,8970,183,-0.0022246941045606095,00781K
2021-08-19,9290,9290,8800,8800,954,-0.018952062430323324,00781K
2021-08-20,8880,8880,8530,8880,2267,0.009090909090909038,00781K
2021-08-23,8870,8870,8720,8790,372,-0.010135135135135087,00781K
2021-08-24,8880,8880,8800,8830,1377,0.004550625711035261,00781K
2021-08-25,8900,9090,8880,9050,447,0.02491506228765572,00781K
2021-08-26,9140,9140,8760,9030,192,-0.0022099447513812542,00781K
2021-08-27,8780,8990,8780,8850,328,-0.019933554817275767,00781K
2021-08-30,8850,9050,8850,9020,336,0.019209039548022666,00781K
2021-08-31,9150,9150,9000,9020,343,0.0,00781K
2021-09-01,9140,9140,8930,9020,433,0.0,00781K
2021-09-02,9120,9120,9000,9040,1347,0.0022172949002217113,00781K
2021-09-03,9040,9050,9000,9050,910,0.0011061946902655162,00781K
2021-09-06,9050,9140,9000,9100,298,0.005524861878453136,00781K
2021-09-07,9160,9160,9010,9090,59,-0.001098901098901095,00781K
2021-09-08,9000,9040,8980,8980,713,-0.012101210121012063,00781K
2021-09-09,8960,9040,8900,8900,812,-0.008908685968819552,00781K
2021-09-10,8900,8940,8880,8900,511,0.0,00781K
2021-09-13,8910,9000,8880,8880,840,-0.0022471910112359383,00781K
2021-09-14,9000,9000,8920,8990,68,0.012387387387387427,00781K
2021-09-15,8990,9040,8990,9040,1091,0.005561735261401468,00781K
2021-09-16,9050,9050,8410,8960,2123,-0.008849557522123908,00781K
2021-09-17,8630,8990,8630,8990,180,0.0033482142857141906,00781K
2021-09-23,9090,9100,8920,9050,57,0.006674082313681939,00781K
2021-09-24,9150,9150,8610,8760,1408,-0.03204419889502763,00781K
2021-09-27,8980,8980,8800,8800,268,0.004566210045662045,00781K
2021-09-28,8970,8970,8630,8630,1833,-0.01931818181818179,00781K
2021-09-29,8630,8800,8360,8800,739,0.01969872537659323,00781K
2021-09-30,9010,9010,8800,8980,5320,0.020454545454545503,00781K
2021-10-01,9350,9350,8730,8730,7926,-0.027839643652561197,00781K
2021-10-05,8420,9270,8200,9270,1687,0.061855670103092786,00781K
2021-10-06,8940,8940,8540,8540,489,-0.07874865156418553,00781K
2021-10-07,8580,8670,8580,8670,519,0.015222482435597096,00781K
2021-10-08,8790,8790,8500,8650,181,-0.0023068050749711633,00781K
2021-10-12,8620,8750,8350,8500,196,-0.017341040462427793,00781K
2021-10-13,8330,8380,8280,8280,2414,-0.025882352941176467,00781K
2021-10-14,8270,8330,8270,8270,926,-0.0012077294685990392,00781K
2021-10-15,8380,8380,8270,8380,151,0.01330108827085863,00781K
2021-10-18,8570,8570,8330,8470,24,0.010739856801909253,00781K
2021-10-19,8510,8510,8340,8440,370,-0.0035419126328217754,00781K
2021-10-20,8440,8490,8290,8410,1798,-0.0035545023696682554,00781K
2021-10-21,8300,8300,8240,8240,567,-0.02021403091557672,00781K
2021-10-22,8290,8380,8290,8380,571,0.016990291262136026,00781K
2021-10-25,8380,8500,8380,8480,414,0.01193317422434359,00781K
2021-10-26,9200,9200,8680,8770,1045,0.034198113207547065,00781K
2021-10-27,8920,8920,8620,8720,700,-0.005701254275940704,00781K
2021-10-28,8950,8950,8760,8760,1795,0.004587155963302836,00781K
2021-10-29,8760,8810,8670,8670,1288,-0.010273972602739767,00781K
2021-11-01,8790,8790,8690,8740,343,0.008073817762399127,00781K
2021-11-02,8870,8870,8730,8830,260,0.010297482837528626,00781K
