Date,Open,High,Low,Close,Volume,Change,Symbol
2021-01-04,4560,4560,4460,4480,863386,-0.01754385964912286,00680K
2021-01-05,4465,4525,4385,4525,1062687,0.010044642857142794,00680K
2021-01-06,4545,4685,4480,4555,1328208,0.006629834254143541,00680K
2021-01-07,4660,4665,4605,4655,803820,0.021953896816685026,00680K
2021-01-08,4690,4695,4595,4605,839132,-0.01074113856068748,00680K
2021-01-11,4610,4785,4555,4595,1770482,-0.0021715526601520097,00680K
2021-01-12,4605,4610,4470,4520,656008,-0.016322089227421066,00680K
2021-01-13,4520,4575,4520,4550,418582,0.006637168141592875,00680K
2021-01-14,4570,4600,4550,4590,287112,0.00879120879120876,00680K
2021-01-15,4595,4640,4525,4560,526753,-0.006535947712418277,00680K
2021-01-18,4530,4545,4450,4500,491112,-0.013157894736842146,00680K
2021-01-19,4500,4525,4475,4525,474470,0.005555555555555536,00680K
2021-01-20,4540,4545,4470,4515,330649,-0.0022099447513812542,00680K
2021-01-21,4515,4520,4485,4510,421881,-0.001107419712070845,00680K
2021-01-22,4515,4555,4485,4490,523174,-0.0044345898004434225,00680K
2021-01-25,4490,4520,4480,4510,372283,0.00445434298440972,00680K
2021-01-26,4530,4530,4485,4495,635685,-0.003325942350332567,00680K
2021-01-27,4520,4715,4500,4580,596396,0.018909899888765347,00680K
2021-01-28,4500,4525,4475,4495,489870,-0.018558951965065518,00680K
2021-01-29,4530,4535,4415,4420,561786,-0.016685205784204626,00680K
2021-02-01,4425,4510,4400,4465,403955,0.010180995475113086,00680K
2021-02-02,4505,4545,4475,4510,402720,0.010078387458006821,00680K
2021-02-03,4540,4615,4520,4560,420022,0.011086474501108556,00680K
2021-02-04,4570,4570,4510,4560,372553,0.0,00680K
2021-02-05,4600,4615,4555,4585,265699,0.005482456140350811,00680K
2021-02-08,4590,4665,4565,4615,594580,0.0065430752453652374,00680K
2021-02-09,4630,4660,4605,4610,449717,-0.0010834236186348933,00680K
2021-02-10,4625,4625,4565,4590,214912,-0.004338394793926281,00680K
2021-02-15,4610,4610,4575,4600,321157,0.002178649237472685,00680K
2021-02-16,4600,4630,4575,4600,313147,0.0,00680K
2021-02-17,4600,4600,4565,4585,244805,-0.003260869565217428,00680K
2021-02-18,4580,4585,4545,4550,363554,-0.007633587786259555,00680K
2021-02-19,4545,4560,4455,4520,384334,-0.00659340659340657,00680K
2021-02-22,4525,4555,4490,4500,345072,-0.004424778761061954,00680K
2021-02-23,4505,4530,4480,4505,215410,0.0011111111111110628,00680K
2021-02-24,4500,4515,4425,4425,310612,-0.017758046614872347,00680K
2021-02-25,4460,4490,4435,4475,185460,0.011299435028248483,00680K
2021-02-26,4420,4420,4305,4325,724269,-0.03351955307262566,00680K
2021-03-02,4380,4385,4315,4320,318799,-0.0011560693641619046,00680K
2021-03-03,4305,4375,4305,4375,338394,0.0127314814814814,00680K
2021-03-04,4365,4435,4340,4375,313048,0.0,00680K
2021-03-05,4400,4400,4325,4340,229347,-0.008000000000000007,00680K
2021-03-08,4325,4370,4310,4310,252085,-0.00691244239631339,00680K
2021-03-09,4325,4325,4210,4250,450750,-0.0139211136890951,00680K
2021-03-10,4310,4310,4210,4235,191567,-0.003529411764705892,00680K
2021-03-11,4245,4300,4220,4300,189471,0.015348288075560879,00680K
