Date,Open,High,Low,Close,Volume,Change,Symbol
2021-01-04,11263,11263,11036,11095,2722,-0.010346980644010295,227560
2021-01-05,11176,11220,11085,11197,7973,0.009193330328977067,227560
2021-01-06,11205,11268,11143,11143,11235,-0.004822720371528089,227560
2021-01-07,11191,11322,11191,11283,4119,0.01256394148792972,227560
2021-01-08,11283,11477,11283,11430,3783,0.013028449880351012,227560
2021-01-11,11535,11535,11113,11230,7160,-0.017497812773403343,227560
2021-01-12,11230,11351,11080,11168,3492,-0.005520926090828104,227560
2021-01-13,11395,11428,11258,11337,12058,0.015132521489971351,227560
2021-01-14,11433,11550,11375,11521,15661,0.01623004322131072,227560
2021-01-15,11641,11661,11433,11435,9018,-0.007464629806440359,227560
2021-01-18,11263,11433,11099,11148,8650,-0.025098382160035015,227560
2021-01-19,11268,11341,11148,11288,9581,0.012558306422676635,227560
2021-01-20,11409,11409,11244,11333,7372,0.003986534372785178,227560
2021-01-21,11346,11433,11336,11395,1621,0.005470749139680597,227560
2021-01-22,11385,11578,11336,11400,10060,0.00043878894251858647,227560
2021-01-25,11453,11870,11453,11827,22842,0.0374561403508773,227560
2021-01-26,11870,11870,11545,11598,9328,-0.019362475691214964,227560
2021-01-27,11627,11715,11438,11492,4298,-0.009139506811519205,227560
2021-01-28,11230,11409,11205,11347,6859,-0.012617473024712833,227560
2021-01-29,11433,11433,11026,11037,6584,-0.02731999647483918,227560
2021-02-01,10944,11133,10934,11105,2019,0.00616109450031721,227560
2021-02-02,11268,11346,11143,11255,7798,0.013507429085997336,227560
2021-02-03,11413,11413,11205,11318,15167,0.005597512216792611,227560
2021-02-04,11428,11428,11230,11323,5576,0.00044177416504687095,227560
2021-02-05,11404,11404,11249,11361,3285,0.003356001059789726,227560
2021-02-08,11458,11540,11360,11497,5415,0.011970777220315032,227560
2021-02-09,11511,11550,11453,11473,12136,-0.0020875010872400956,227560
2021-02-10,11472,11573,11418,11531,7502,0.005055347337226568,227560
2021-02-15,11583,11656,11559,11560,8870,0.0025149596739224567,227560
2021-02-16,11651,11651,11501,11550,9826,-0.0008650519031141446,227560
2021-02-17,11550,11550,11448,11507,3600,-0.0037229437229436835,227560
2021-02-18,11506,11618,11501,11550,7102,0.003736855826887986,227560
2021-02-19,11627,11627,11308,11517,5180,-0.0028571428571428914,227560
2021-02-22,11506,11608,11423,11425,3778,-0.007988191369280195,227560
2021-02-23,11458,11501,11308,11492,2366,0.0058643326039387045,227560
