Date,Open,High,Low,Close,Volume,Change,Symbol
2021-01-04,10250,10250,10000,10050,23558,-0.02898550724637683,26490K
2021-01-05,10100,10150,9910,9970,10256,-0.007960199004975133,26490K
2021-01-06,10100,10100,9920,10050,6001,0.008024072216650024,26490K
2021-01-07,10050,10100,9990,10050,7595,0.0,26490K
2021-01-08,10000,10100,9900,9970,14895,-0.007960199004975133,26490K
2021-01-11,9910,10000,9260,9680,14862,-0.029087261785356033,26490K
2021-01-12,9600,9710,9500,9600,9893,-0.008264462809917328,26490K
2021-01-13,9600,11000,9580,10250,115959,0.06770833333333326,26490K
2021-01-14,10400,10400,9980,10200,17813,-0.004878048780487809,26490K
2021-01-15,10200,10250,9970,10150,14446,-0.004901960784313708,26490K
2021-01-18,10150,10200,9960,9990,6163,-0.015763546798029604,26490K
2021-01-19,10100,10100,9840,10000,7167,0.0010010010010010895,26490K
2021-01-20,9940,10050,9890,10050,6488,0.004999999999999893,26490K
2021-01-21,10050,10300,10050,10250,10780,0.01990049751243772,26490K
2021-01-22,10350,10450,10100,10250,11147,0.0,26490K
2021-01-25,10250,10300,10050,10100,15080,-0.014634146341463428,26490K
2021-01-26,10100,10350,9980,10300,14315,0.01980198019801982,26490K
2021-01-27,10300,11850,10200,10700,254847,0.03883495145631066,26490K
2021-01-28,10550,11200,10500,10700,52958,0.0,26490K
2021-01-29,10700,13850,10550,11900,1554074,0.11214953271028039,26490K
2021-02-01,11650,12650,11050,11200,372205,-0.05882352941176472,26490K
2021-02-02,11550,11550,10850,11350,223268,0.013392857142857206,26490K
2021-02-03,11200,11450,10950,11100,116169,-0.022026431718061623,26490K
2021-02-04,11100,11200,10550,10550,69190,-0.0495495495495496,26490K
2021-02-05,10700,10950,10500,10750,36043,0.018957345971563955,26490K
2021-02-08,10650,10700,10400,10550,30714,-0.018604651162790753,26490K
2021-02-09,10450,10700,10150,10200,31304,-0.033175355450236976,26490K
2021-02-10,10300,10350,10050,10200,10167,0.0,26490K
2021-02-15,10200,10350,10100,10300,19875,0.009803921568627416,26490K
2021-02-16,10200,10800,10200,10700,35245,0.03883495145631066,26490K
2021-02-17,10600,10750,10450,10600,19743,-0.009345794392523366,26490K
2021-02-18,10600,11000,10450,10450,47626,-0.014150943396226467,26490K
