Date,Open,High,Low,Close,Volume,Change,Symbol
2021-01-04,20050,20400,19500,20150,32699,0.025445292620865034,33626L
2021-01-05,20150,20300,19950,20100,24140,-0.002481389578163795,33626L
2021-01-06,19900,19900,19550,19650,21601,-0.02238805970149249,33626L
2021-01-07,19850,20150,19600,19750,14656,0.0050890585241729624,33626L
2021-01-08,20000,20300,19700,19750,27906,0.0,33626L
2021-01-11,19900,21000,19600,19750,60251,0.0,33626L
2021-01-12,20100,20100,19200,19350,17128,-0.020253164556962022,33626L
2021-01-13,19500,20050,19500,19650,7868,0.015503875968992276,33626L
2021-01-14,19950,19950,19350,19650,10800,0.0,33626L
2021-01-15,19500,19750,19300,19300,8464,-0.01781170483460559,33626L
2021-01-18,19300,19400,18850,19050,13675,-0.012953367875647714,33626L
2021-01-19,19050,19250,18950,19200,16897,0.007874015748031482,33626L
2021-01-20,19200,19350,19000,19350,19089,0.0078125,33626L
2021-01-21,19350,19850,19150,19600,39269,0.012919896640826822,33626L
2021-01-22,21100,25400,20700,24200,1894703,0.23469387755102034,33626L
2021-01-25,23450,25350,22650,23700,327041,-0.02066115702479343,33626L
2021-01-26,23750,23750,22100,22750,81358,-0.04008438818565396,33626L
2021-01-27,22800,24300,22200,22850,75212,0.00439560439560438,33626L
2021-01-28,22050,22450,21850,22350,47804,-0.021881838074398252,33626L
2021-01-29,22450,22700,19750,20000,74743,-0.10514541387024612,33626L
2021-02-01,20000,21700,19850,20800,47620,0.040000000000000036,33626L
2021-02-02,21300,21350,20400,20900,26474,0.004807692307692291,33626L
2021-02-03,21450,21450,20500,20950,19219,0.0023923444976077235,33626L
2021-02-04,21500,22400,21100,21900,53146,0.04534606205250591,33626L
2021-02-05,22800,22850,21350,22000,25666,0.004566210045662045,33626L
2021-02-08,22400,22400,21650,21650,21698,-0.015909090909090873,33626L
2021-02-09,21900,22000,21450,21650,9798,0.0,33626L
2021-02-10,21650,22000,21400,21650,8685,0.0,33626L
2021-02-15,21700,23100,21400,22200,63069,0.025404157043879882,33626L
2021-02-16,22200,22650,21600,21850,17908,-0.015765765765765716,33626L
2021-02-17,21850,21850,21150,21150,17299,-0.03203661327231122,33626L
2021-02-18,20950,21500,20800,20900,15088,-0.011820330969267157,33626L
2021-02-19,20650,21000,19450,20650,20720,-0.011961722488038284,33626L
2021-02-22,20500,20550,19800,20000,18573,-0.03147699757869249,33626L
2021-02-23,19700,19850,19200,19600,15152,-0.020000000000000018,33626L
2021-02-24,19400,19750,18600,18600,25371,-0.05102040816326525,33626L
2021-02-25,19250,19400,18950,19000,9848,0.021505376344086002,33626L
2021-02-26,18400,18600,17750,18200,28737,-0.04210526315789476,33626L
2021-03-02,18750,18750,18200,18400,7758,0.01098901098901095,33626L
2021-03-03,18400,22400,18200,19250,226555,0.04619565217391308,33626L
2021-03-04,19350,19350,18500,18750,21125,-0.025974025974025983,33626L
2021-03-05,18700,18700,18100,18400,15040,-0.01866666666666672,33626L
2021-03-08,18950,18950,17950,18250,20810,-0.008152173913043459,33626L
2021-03-09,17950,18100,17200,17450,22992,-0.043835616438356206,33626L
2021-03-10,18150,18150,17100,17100,11215,-0.02005730659025784,33626L
2021-03-11,17100,17750,17100,17450,5401,0.020467836257309857,33626L
2021-03-12,17700,18750,17700,18150,11488,0.04011461318051568,33626L
2021-03-15,18500,18600,17800,18200,6929,0.0027548209366390353,33626L
2021-03-16,18750,18750,18300,18400,10775,0.01098901098901095,33626L
2021-03-17,18700,18700,18200,18700,10799,0.016304347826086918,33626L
2021-03-18,18900,19000,18600,18800,9582,0.005347593582887722,33626L
2021-03-19,18600,18950,18400,18700,6478,-0.005319148936170248,33626L
2021-03-22,18600,18700,18200,18350,9394,-0.018716577540106916,33626L
2021-03-23,18550,18650,18200,18400,4003,0.0027247956403269047,33626L
2021-03-24,18200,18300,18000,18050,9972,-0.01902173913043481,33626L
2021-03-25,18000,18450,18000,18200,3980,0.008310249307479145,33626L
2021-03-26,18200,18750,17900,18450,10522,0.013736263736263687,33626L
2021-03-29,18450,18900,18300,18500,7175,0.0027100271002709064,33626L
2021-03-30,18500,18700,18050,18450,4969,-0.002702702702702675,33626L
2021-03-31,18400,18550,18150,18350,6048,-0.005420054200542035,33626L
2021-04-01,18450,18550,18000,18400,10999,0.0027247956403269047,33626L
2021-04-02,18400,18450,18150,18350,4828,-0.0027173913043477826,33626L
2021-04-05,18400,18450,18100,18200,7207,-0.008174386920980936,33626L
2021-04-06,18350,18350,17700,17900,11001,-0.016483516483516536,33626L
2021-04-07,18000,18150,17750,17950,6470,0.0027932960893854997,33626L
2021-04-08,18000,18300,17950,18150,9736,0.011142061281337101,33626L
2021-04-09,18300,18900,18150,18650,24988,0.02754820936639124,33626L
2021-04-12,18900,18900,18300,18400,7833,-0.013404825737265424,33626L
2021-04-13,18450,18700,18200,18550,10054,0.008152173913043459,33626L
2021-04-14,18350,18650,18250,18500,5091,-0.0026954177897574594,33626L
2021-04-15,18550,18600,18200,18350,4453,-0.008108108108108136,33626L
2021-04-16,18500,18600,18200,18450,4998,0.005449591280654031,33626L
2021-04-19,18500,18500,18100,18450,7702,0.0,33626L
2021-04-20,18500,18650,18300,18450,6977,0.0,33626L
2021-04-21,18600,21550,18600,19200,218436,0.04065040650406515,33626L
2021-04-22,19250,19550,19000,19150,26722,-0.0026041666666666297,33626L
2021-04-23,19200,19200,18800,19000,15589,-0.007832898172323799,33626L
2021-04-26,18950,19200,18600,18650,16359,-0.018421052631578894,33626L
2021-04-27,18650,18800,18450,18600,10329,-0.002680965147453085,33626L
2021-04-28,18450,18700,18000,18050,31948,-0.029569892473118253,33626L
2021-04-29,18150,18400,17850,18100,17691,0.0027700831024930483,33626L
2021-04-30,18150,18500,17950,18250,10201,0.008287292817679592,33626L
2021-05-03,18150,18300,17550,17550,17357,-0.0383561643835616,33626L
2021-05-04,17500,17750,16850,17500,17054,-0.002849002849002802,33626L
2021-05-06,17500,18400,17400,17950,10036,0.0257142857142858,33626L
2021-05-07,17950,18300,17950,18250,13685,0.01671309192200554,33626L
2021-05-10,18350,19400,18350,19000,43027,0.041095890410958846,33626L
2021-05-11,18750,18750,17400,18600,18883,-0.021052631578947323,33626L
2021-05-12,18750,18850,18050,18200,11185,-0.021505376344086002,33626L
2021-05-13,17950,18100,17500,17850,8543,-0.019230769230769273,33626L
2021-05-14,17950,18300,17850,18000,4383,0.008403361344537785,33626L
2021-05-17,18300,18300,17450,17550,10056,-0.025000000000000022,33626L
2021-05-18,17850,18000,17650,17700,6299,0.008547008547008517,33626L
2021-05-20,17700,17950,17550,17850,6221,0.008474576271186418,33626L
2021-05-21,17850,18250,17700,17950,7379,0.0056022408963585235,33626L
2021-05-24,18000,18150,17400,17650,6767,-0.01671309192200554,33626L
2021-05-25,17950,17950,17500,17550,5858,-0.005665722379603388,33626L
2021-05-26,17900,18150,17650,17950,7216,0.02279202279202286,33626L
2021-05-27,18050,18150,17800,18150,7775,0.011142061281337101,33626L
2021-05-28,18150,18350,17700,18300,6135,0.008264462809917328,33626L
2021-05-31,18300,18750,18150,18600,14363,0.016393442622950838,33626L
2021-06-01,18950,18950,18150,18450,10995,-0.008064516129032251,33626L
2021-06-02,18800,19850,18450,19000,65159,0.02981029810298108,33626L
2021-06-03,19200,19300,18300,18800,13213,-0.010526315789473717,33626L
2021-06-04,18550,18800,18350,18650,8464,-0.007978723404255317,33626L
2021-06-07,18700,21050,18700,20200,298583,0.08310991957104563,33626L
2021-06-08,20850,20950,19350,19550,99774,-0.03217821782178221,33626L
2021-06-09,19750,22000,19500,20200,192840,0.03324808184143224,33626L
2021-06-10,20150,20150,19500,19850,38986,-0.017326732673267342,33626L
2021-06-11,19850,25800,19850,25800,1652333,0.2997481108312343,33626L
2021-06-14,30050,30200,24450,26150,1615485,0.013565891472868241,33626L
2021-06-15,27400,27850,25850,26150,331094,0.0,33626L
2021-06-16,25900,26050,24350,25050,206901,-0.042065009560229405,33626L
2021-06-17,25350,25600,24700,25100,176729,0.001996007984031989,33626L
2021-06-18,25650,25650,24800,24800,180550,-0.01195219123505975,33626L
2021-06-21,24500,24500,22850,23200,155502,-0.06451612903225812,33626L
2021-06-22,23500,23850,22300,23250,104434,0.0021551724137931494,33626L
2021-06-23,23650,23650,22500,22600,64935,-0.027956989247311825,33626L
2021-06-24,22700,22700,21600,22350,62675,-0.011061946902654829,33626L
2021-06-25,22250,22800,22100,22200,50837,-0.006711409395973145,33626L
2021-06-28,22400,22800,22200,22750,32641,0.024774774774774855,33626L
2021-06-29,22750,23500,22550,23100,65733,0.01538461538461533,33626L
2021-06-30,23050,23050,22450,22500,38789,-0.025974025974025983,33626L
2021-07-01,22600,22750,22100,22150,29815,-0.015555555555555545,33626L
2021-07-02,22050,22300,21750,21900,31747,-0.011286681715575675,33626L
2021-07-05,22150,22650,21900,22250,40076,0.015981735159817267,33626L
2021-07-06,22250,22450,21950,22150,45196,-0.004494382022471877,33626L
2021-07-07,22550,22750,22000,22100,33628,-0.0022573363431150906,33626L
2021-07-08,21900,22100,20150,21250,43869,-0.038461538461538436,33626L
2021-07-09,21000,21650,20500,21400,19130,0.007058823529411784,33626L
2021-07-12,21550,21950,21000,21300,18876,-0.004672897196261627,33626L
2021-07-13,21350,22250,21250,21950,37299,0.030516431924882736,33626L
2021-07-14,22200,22200,21450,21700,16836,-0.011389521640091105,33626L
2021-07-15,21700,22750,21600,22450,50522,0.034562211981566726,33626L
2021-07-16,22600,22650,21950,22350,25116,-0.0044543429844098315,33626L
2021-07-19,22000,23100,21900,22750,74167,0.017897091722595126,33626L
2021-07-20,22150,23450,22100,22600,36051,-0.00659340659340657,33626L
2021-07-21,23200,24050,22300,22750,145038,0.006637168141592875,33626L
2021-07-22,22800,23050,22100,22200,34569,-0.0241758241758242,33626L
2021-07-23,22000,22300,21500,21500,29226,-0.03153153153153154,33626L
2021-07-26,21350,21650,21200,21450,18548,-0.0023255813953488857,33626L
2021-07-27,21550,21850,21500,21600,10710,0.006993006993007089,33626L
2021-07-28,21750,21950,21400,21600,13081,0.0,33626L
2021-07-29,21600,22250,21550,21750,13248,0.00694444444444442,33626L
2021-07-30,21950,21950,21100,21500,12694,-0.011494252873563204,33626L
2021-08-02,21500,21500,21150,21500,10484,0.0,33626L
2021-08-03,21250,21550,21100,21300,7636,-0.009302325581395321,33626L
2021-08-04,21400,21450,21100,21450,7227,0.007042253521126751,33626L
2021-08-05,21350,21650,21250,21400,12970,-0.002331002331002363,33626L
2021-08-06,21950,22450,21450,22050,33928,0.030373831775700966,33626L
2021-08-09,22100,22300,21600,21950,14299,-0.0045351473922902175,33626L
2021-08-10,22050,22250,21700,21900,13987,-0.002277904328018221,33626L
2021-08-11,21900,22050,21500,21650,12133,-0.011415525114155223,33626L
2021-08-12,21700,21700,21350,21450,10086,-0.009237875288683584,33626L
2021-08-13,21450,21500,20700,20900,16751,-0.02564102564102566,33626L
2021-08-17,20750,21050,19700,20250,24269,-0.031100478468899517,33626L
2021-08-18,20200,20500,20000,20400,9324,0.007407407407407307,33626L
2021-08-19,19850,20550,19700,20300,11212,-0.004901960784313708,33626L
2021-08-20,20050,20450,19200,19850,15469,-0.022167487684729092,33626L
2021-08-23,20000,20000,19550,19900,9501,0.0025188916876575096,33626L
2021-08-24,20000,21250,20000,20700,19644,0.04020100502512558,33626L
2021-08-25,20950,20950,20400,20850,8556,0.007246376811594235,33626L
2021-08-26,20850,21050,20800,20900,8211,0.0023980815347721673,33626L
2021-08-27,20650,23350,20650,22150,207590,0.05980861244019131,33626L
2021-08-30,23450,23450,22200,22600,70972,0.020316027088036037,33626L
2021-08-31,23100,23650,21950,22750,141871,0.006637168141592875,33626L
2021-09-01,23000,23100,22250,22500,35945,-0.01098901098901095,33626L
2021-09-02,22800,22800,22250,22450,18789,-0.0022222222222222365,33626L
2021-09-03,22400,23000,22250,23000,27968,0.024498886414253906,33626L
2021-09-06,22950,23500,22650,22900,22418,-0.004347826086956497,33626L
2021-09-07,23200,23200,22400,22800,23449,-0.004366812227074246,33626L
2021-09-08,22850,22850,21300,22100,23853,-0.030701754385964897,33626L
2021-09-09,21950,22200,21450,21600,12706,-0.022624434389140302,33626L
2021-09-10,21850,21850,20750,20750,19978,-0.03935185185185186,33626L
2021-09-13,20750,20950,20350,20700,12224,-0.002409638554216831,33626L
2021-09-14,20350,21450,20350,21300,16200,0.02898550724637672,33626L
2021-09-15,21100,21500,21000,21200,6398,-0.0046948356807511304,33626L
2021-09-16,21200,21750,21150,21200,15507,0.0,33626L
2021-09-17,21200,21200,20650,20950,10194,-0.011792452830188704,33626L
2021-09-23,20700,20900,20100,20750,6471,-0.009546539379474916,33626L
2021-09-24,20550,20850,20450,20450,6154,-0.014457831325301207,33626L
2021-09-27,20350,22200,20350,21350,31241,0.044009779951100336,33626L
2021-09-28,21600,21600,20850,21000,12618,-0.016393442622950838,33626L
2021-09-29,20450,21000,20250,20850,7808,-0.0071428571428571175,33626L
2021-09-30,20750,21000,20400,21000,9783,0.007194244604316502,33626L
2021-10-01,21000,21000,20300,20500,9228,-0.023809523809523836,33626L
2021-10-05,19900,20500,19400,19550,18456,-0.04634146341463419,33626L
2021-10-06,19550,20000,18700,18800,20657,-0.038363171355498715,33626L
2021-10-07,19250,19250,18700,19150,9558,0.018617021276595702,33626L
2021-10-08,19650,20100,19150,19850,16048,0.036553524804177506,33626L
2021-10-12,19850,19950,19350,19350,8590,-0.02518891687657432,33626L
2021-10-13,19150,19750,19150,19650,4822,0.015503875968992276,33626L
2021-10-14,19650,20600,19650,20550,17155,0.04580152671755733,33626L
2021-10-15,20500,20550,20100,20350,6181,-0.009732360097323589,33626L
2021-10-18,20500,20500,19900,20000,5632,-0.017199017199017175,33626L
2021-10-19,19800,20500,19800,20150,6026,0.007500000000000062,33626L
2021-10-20,20150,20400,19850,20100,5342,-0.002481389578163795,33626L
2021-10-21,20100,20150,19600,19700,10439,-0.01990049751243783,33626L
2021-10-22,19700,19800,19400,19600,7665,-0.005076142131979711,33626L
2021-10-25,19750,19750,19200,19650,4654,0.0025510204081633514,33626L
2021-10-26,19450,22000,19450,20550,94521,0.04580152671755733,33626L
2021-10-27,20500,20900,20250,20650,12275,0.0048661800486617945,33626L
2021-10-28,20350,20550,19800,19800,11912,-0.041162227602905554,33626L
2021-10-29,19950,20100,19600,19650,9485,-0.007575757575757569,33626L
2021-11-01,19650,19900,19550,19600,2478,-0.0025445292620864812,33626L
2021-11-02,19700,20200,19700,19800,6052,0.010204081632652962,33626L
2021-11-03,19950,20150,19700,19700,6318,-0.005050505050505083,33626L
2021-11-04,19900,19900,19350,19450,7394,-0.012690355329949221,33626L
2021-11-05,19550,19600,19300,19500,4176,0.0025706940874035134,33626L
2021-11-08,19550,19700,19300,19500,3245,0.0,33626L
2021-11-09,19600,20750,19600,19850,14527,0.017948717948717885,33626L
2021-11-10,19850,20000,19400,19400,8974,-0.02267002518891692,33626L
2021-11-11,19200,19400,18800,19100,17641,-0.015463917525773141,33626L
2021-11-12,19450,19450,19000,19200,9032,0.005235602094240788,33626L
2021-11-15,19200,19500,19100,19400,4684,0.01041666666666674,33626L
2021-11-16,19100,19400,19000,19250,3854,-0.0077319587628865705,33626L
2021-11-17,19100,19400,19000,19100,5190,-0.007792207792207795,33626L
2021-11-18,19100,19350,18350,18850,9341,-0.01308900523560208,33626L
2021-11-19,18850,19200,18850,19050,3321,0.010610079575596787,33626L
2021-11-22,18850,19300,18750,18850,6713,-0.01049868766404205,33626L
2021-11-23,18850,19000,18550,18850,4856,0.0,33626L
2021-11-24,18900,19050,18500,19050,3803,0.010610079575596787,33626L
2021-11-25,19050,19100,18600,18900,2917,-0.007874015748031482,33626L
2021-11-26,19050,19050,18200,18400,10475,-0.02645502645502651,33626L
2021-11-29,17850,18700,17750,18250,4090,-0.008152173913043459,33626L
2021-11-30,18250,18700,17300,17650,13797,-0.0328767123287671,33626L
2021-12-01,16650,17600,16150,17350,23709,-0.016997167138810165,33626L
2021-12-02,17350,17350,16700,17050,14874,-0.01729106628242072,33626L
2021-12-03,16950,17450,16950,17450,5522,0.02346041055718473,33626L
2021-12-06,17450,17450,16750,17100,4644,-0.02005730659025784,33626L
