Date,Open,High,Low,Close,Volume,Change,Symbol
2021-01-04,30885,30885,30546,30788,8311,0.007922477574805242,33637L
2021-01-05,30788,32046,30546,32047,7897,0.040892555541119924,33637L
2021-01-06,31272,32530,31272,31466,7529,-0.0181296221175149,33637L
2021-01-07,32530,32530,30981,31175,6841,-0.00924807728977306,33637L
2021-01-08,31659,33595,31175,31950,15758,0.024859663191659997,33637L
2021-01-11,32192,33402,31078,31708,19776,-0.007574334898278523,33637L
2021-01-12,32530,32530,31030,31272,6478,-0.013750473066733937,33637L
2021-01-13,31127,31901,30981,31321,4708,0.0015668969045792291,33637L
2021-01-14,31707,31707,30981,30982,3380,-0.010823409214265167,33637L
2021-01-15,30933,30981,30546,30546,3673,-0.014072687366858183,33637L
2021-01-18,30013,31611,29868,30256,2895,-0.009493878085510388,33637L
2021-01-19,31369,31369,30255,30788,2226,0.01758328926493924,33637L
2021-01-20,31756,31756,30594,31127,5597,0.01101078342211248,33637L
2021-01-21,31659,31853,30981,31756,5683,0.020207536865101128,33637L
2021-01-22,32337,33257,31756,33160,31806,0.04421211739513797,33637L
2021-01-25,33983,35967,33111,33790,64162,0.018998793727382335,33637L
2021-01-26,33741,34128,31950,32192,17920,-0.04729209825392133,33637L
2021-01-27,32240,33837,31659,32144,9029,-0.0014910536779324524,33637L
2021-01-28,30981,32046,30836,31127,5317,-0.03163887506221996,33637L
2021-01-29,32385,32385,29190,29288,9277,-0.05908054100941307,33637L
2021-02-01,29045,30158,29045,29626,3309,0.011540562687790246,33637L
2021-02-02,30013,32966,29965,30401,19131,0.02615945453318025,33637L
2021-02-03,31417,31417,29965,30062,7014,-0.011150948981941355,33637L
2021-02-04,30062,30546,30062,30062,2476,0.0,33637L
2021-02-05,30788,30933,29965,30933,4671,0.02897345485995606,33637L
2021-02-08,31127,31272,30739,30982,4992,0.0015840687938446507,33637L
2021-02-09,30836,30836,28948,29868,30901,-0.035956361758440414,33637L
2021-02-10,28997,29577,28900,29191,8392,-0.022666398821481137,33637L
2021-02-15,29190,29481,28900,29239,8173,0.0016443424343119961,33637L
2021-02-16,29239,29384,28803,28997,4728,-0.008276616847361362,33637L
2021-02-17,29142,29384,29045,29094,7240,0.003345173638652277,33637L
2021-02-18,29529,29529,28900,28900,4328,-0.006668041520588419,33637L
2021-02-19,28948,29142,28464,28900,3597,0.0,33637L
2021-02-22,28512,28900,28367,28368,3166,-0.018408304498269912,33637L
2021-02-23,28319,28367,27883,27980,3539,-0.01367738296672305,33637L
2021-02-24,28028,29384,26237,26528,3136,-0.0518942101501072,33637L
2021-02-25,27980,27980,26625,26819,3112,0.010969541616405287,33637L
2021-02-26,26140,26431,25414,25850,7013,-0.03613110108505169,33637L
2021-03-02,25850,26625,25850,25947,2880,0.0037524177949710413,33637L
2021-03-03,26140,26770,25947,25996,1584,0.0018884649477781679,33637L
2021-03-04,26528,26528,25463,26044,1596,0.001846437913525234,33637L
2021-03-05,25269,25753,24930,25608,2762,-0.016740900015358662,33637L
2021-03-08,25366,25608,24591,24979,1821,-0.02456263667603875,33637L
2021-03-09,24688,24688,23042,24108,6887,-0.034869290203771164,33637L
2021-03-10,24301,24688,23623,24108,860,0.0,33637L
2021-03-11,24543,24543,23672,24253,963,0.006014600962336081,33637L
2021-03-12,24495,24543,24301,24447,2234,0.00799901043169915,33637L
2021-03-15,24543,24785,24301,24640,2481,0.00789462919785655,33637L
2021-03-16,24737,27932,24737,25754,37038,0.04521103896103895,33637L
2021-03-17,25608,26092,24204,25560,6535,-0.007532810437213655,33637L
2021-03-18,26140,26140,25269,25657,1122,0.0037949921752737925,33637L
2021-03-19,25656,25656,24495,25270,1628,-0.015083602915383687,33637L
2021-03-22,25366,25560,24446,25028,2814,-0.009576573011476075,33637L
2021-03-23,25172,25172,24349,24398,2262,-0.025171807575515404,33637L
2021-03-24,24640,24930,22219,23430,16239,-0.039675383228133465,33637L
2021-03-25,23430,23720,23236,23575,2093,0.006188647033717354,33637L
2021-03-26,23429,23768,23284,23333,2085,-0.010265111346765665,33637L
2021-03-29,22994,23478,22655,22704,3062,-0.026957527964685202,33637L
2021-03-30,22849,23720,22655,23140,2791,0.019203664552501776,33637L
2021-03-31,23187,23575,23042,23188,2420,0.0020743301642178746,33637L
2021-04-01,24688,24688,23333,23963,4087,0.03342245989304815,33637L
2021-04-02,23817,24543,23817,24301,2412,0.014105078662938642,33637L
2021-04-05,24156,24446,23575,24156,1590,-0.005966832640632025,33637L
2021-04-06,24156,24349,23672,24108,2431,-0.001987083954297031,33637L
2021-04-07,24107,24252,23575,23866,2381,-0.010038161606105822,33637L
2021-04-08,24349,24349,23865,23914,1226,0.0020112293639487078,33637L
2021-04-09,23914,24349,23865,23914,2301,0.0,33637L
2021-04-12,24930,24930,24156,24592,6972,0.028351593208998827,33637L
2021-04-13,24737,24979,24398,24543,5498,-0.001992517891997392,33637L
2021-04-14,24688,24979,24688,24834,4498,0.011856741229678613,33637L
2021-04-15,24979,24979,24252,24834,3313,0.0,33637L
2021-04-16,24301,24688,24107,24543,11187,-0.011717806233389694,33637L
2021-04-19,24495,24640,24301,24350,3409,-0.007863749337896797,33637L
2021-04-20,24688,24979,24398,24882,5933,0.02184804928131423,33637L
2021-04-21,24640,25898,24640,25415,10695,0.0214211076280042,33637L
2021-04-22,25898,26576,25221,26044,11205,0.02474916387959869,33637L
2021-04-23,26237,26625,25656,26044,6440,0.0,33637L
2021-04-26,26044,26673,25753,26625,9466,0.02230840116725541,33637L
2021-04-27,26189,26673,26044,26431,4373,-0.007286384976525784,33637L
2021-04-28,26382,26576,25947,25996,3849,-0.016457947107563098,33637L
2021-04-29,26044,27738,25995,27690,12211,0.06516387136482527,33637L
2021-04-30,27593,27883,26092,26819,10101,-0.031455399061032896,33637L
2021-05-03,26286,27109,26286,26383,4004,-0.016257131138372016,33637L
2021-05-04,26189,26286,25172,25705,5829,-0.025698366372285175,33637L
2021-05-06,26044,26431,25560,26383,5195,0.026376191402450955,33637L
2021-05-07,26479,27496,26479,27012,5036,0.02384110980555665,33637L
2021-05-10,27738,30884,27205,30159,83822,0.11650377609951135,33637L
2021-05-11,30400,30642,29287,30014,36877,-0.00480785171922149,33637L
2021-05-12,31175,31853,29674,30643,30493,0.020956886786166473,33637L
2021-05-13,30594,30594,29045,29288,6117,-0.044218908070358665,33637L
2021-05-14,29723,31175,29239,29433,8035,0.004950833105708874,33637L
2021-05-17,29529,30352,29529,29965,8391,0.01807494988618208,33637L
2021-05-18,29868,30981,28900,28900,13203,-0.035541465042549625,33637L
2021-05-20,29045,29045,28270,28755,4771,-0.005017301038062305,33637L
2021-05-21,28755,28755,27786,28319,3540,-0.015162580420796434,33637L
2021-05-24,28416,28706,27302,27642,4612,-0.02390621137752036,33637L
2021-05-25,27641,28658,27205,27496,1180,-0.005281817524057542,33637L
2021-05-26,27593,28174,27109,27351,2533,-0.005273494326447525,33637L
